Wall time,Step,Value
1724164965.3456728,1,0.4326801300048828
1724165019.5893493,2,0.4326801300048828
1724165073.78977,3,0.49079224467277527
1724165128.2608929,4,0.3983519375324249
1724165182.4315863,5,0.4326801300048828
1724165236.5887938,6,0.41479355096817017
1724165290.7580986,7,0.39841726422309875
1724165344.9163966,8,0.6080095767974854
1724165399.5955656,9,0.5538369417190552
1724165453.786226,10,0.6264621615409851
1724165508.2913275,11,0.641567587852478
1724165562.7069223,12,0.5547848343849182
1724165616.9292774,13,0.5764788389205933
1724165671.1281521,14,0.6559111475944519
1724165725.6526916,15,0.5663967728614807
1724165780.0663447,16,0.6217355728149414
1724165834.5143123,17,0.5500990748405457
1724165889.2952726,18,0.6042435169219971
1724165943.677381,19,0.5645783543586731
1724165998.0678127,20,0.6185601949691772
1724166052.3658447,21,0.6566236019134521
1724166107.4294417,22,0.6663110256195068
1724166162.4301312,23,0.5954108834266663
1724166216.9385512,24,0.6364611387252808
1724166271.5475898,25,0.632786750793457
1724166326.1523037,26,0.602085292339325
1724166380.6900392,27,0.5521947741508484
1724166435.307749,28,0.5709026455879211
1724166489.8729181,29,0.6531413793563843
1724166544.1680236,30,0.571591317653656
1724166598.7270954,31,0.6928066611289978
1724166653.6653953,32,0.6223204135894775
1724166708.1442204,33,0.6414512395858765
1724166762.7067587,34,0.5987043380737305
1724166817.1617193,35,0.6007815599441528
1724166871.585707,36,0.6283125877380371
1724166926.0142934,37,0.631837785243988
1724166980.4196987,38,0.5998137593269348
1724167034.800349,39,0.5827001333236694
1724167089.2180617,40,0.6806572675704956
1724167143.6367533,41,0.5958150029182434
1724167198.244841,42,0.6103391647338867
1724167253.693235,43,0.5277416110038757
1724167308.1524098,44,0.5877825021743774
1724167362.3583953,45,0.6210585832595825
1724167416.6340623,46,0.6184512972831726
1724167470.8199377,47,0.6239445209503174
1724167524.9922638,48,0.614763081073761
1724167579.1626723,49,0.6474078893661499
1724167633.365073,50,0.5976549983024597
1724167687.5268054,51,0.6201655268669128
1724167741.7617724,52,0.6482065916061401
1724167795.92399,53,0.6213656067848206
1724167850.1199923,54,0.6212159395217896
1724167904.3059752,55,0.6232367753982544
1724167958.425937,56,0.6575646996498108
1724168012.5935166,57,0.6226170659065247
1724168066.7358756,58,0.6527503728866577
1724168120.9556117,59,0.6388334035873413
1724168175.159945,60,0.6118726134300232
1724168229.2953746,61,0.6171775460243225
1724168283.7510896,62,0.5619879364967346
1724168338.1355195,63,0.5981702208518982
1724168392.487937,64,0.5742188096046448
1724168446.8667536,65,0.5887503623962402
1724168501.3206272,66,0.592039167881012
1724168555.7920127,67,0.6573118567466736
1724168610.1787446,68,0.6507909297943115
1724168664.5732226,69,0.6070082783699036
1724168719.0145009,70,0.6642958521842957
1724168773.3480728,71,0.6362046599388123
1724168827.7011487,72,0.6287811398506165
1724168882.051357,73,0.5852310657501221
1724168936.4542305,74,0.6284270286560059
1724168990.8124542,75,0.6433449983596802
1724169045.1527877,76,0.6452898979187012
1724169099.5272157,77,0.6357018351554871
1724169153.873505,78,0.6040140986442566
1724169208.2933764,79,0.6658785939216614
1724169263.1483424,80,0.6322171092033386
1724169317.4670014,81,0.6212086081504822
1724169371.7689142,82,0.6798920035362244
1724169426.1390114,83,0.6395446062088013
1724169480.4911973,84,0.6321914196014404
1724169534.8325822,85,0.5979379415512085
1724169589.2012367,86,0.6316472291946411
1724169643.5462177,87,0.653713047504425
1724169697.8907995,88,0.6302217245101929
1724169752.288665,89,0.5861898064613342
1724169806.6552904,90,0.68628990650177
1724169861.0007555,91,0.5990655422210693
1724169915.2568684,92,0.5891033411026001
1724169969.5385585,93,0.6802254319190979
1724170023.8731623,94,0.6708816885948181
1724170078.18158,95,0.5869836211204529
1724170132.4930744,96,0.6186720132827759
1724170186.8557541,97,0.651829719543457
1724170241.1903195,98,0.6172005534172058
1724170295.498744,99,0.6668521761894226
1724170349.9092162,100,0.6550654768943787
1724170404.236609,101,0.6050539016723633
1724170458.682415,102,0.6273245811462402
1724170513.1183224,103,0.62819504737854
1724170567.4347641,104,0.620938241481781
1724170621.738451,105,0.6283348202705383
1724170676.0678277,106,0.6532531976699829
1724170730.4370267,107,0.6403905153274536
1724170784.7339084,108,0.6365901827812195
1724170839.0519109,109,0.657577395439148
1724170893.4000366,110,0.68860924243927
1724170947.7608683,111,0.6856752038002014
1724171002.1215672,112,0.6742996573448181
1724171056.5334015,113,0.6580109000205994
1724171110.9186566,114,0.6043538451194763
1724171165.2899477,115,0.6624050140380859
1724171219.6332376,116,0.640276312828064
1724171273.9927883,117,0.6160987615585327
1724171328.326604,118,0.6536213159561157
1724171382.6673253,119,0.5885664820671082
1724171437.0252926,120,0.5950038433074951
1724171491.3442297,121,0.6039418578147888
1724171545.6902778,122,0.6360718607902527
1724171600.0530403,123,0.6370546221733093
1724171654.3303545,124,0.6395809650421143
1724171708.678523,125,0.655563235282898
1724171762.9731932,126,0.6037415266036987
1724171817.343288,127,0.5976591110229492
1724171871.7365642,128,0.6424639225006104
1724171926.0406706,129,0.6054328680038452
1724171980.4038434,130,0.6756990551948547
1724172034.678311,131,0.6655965447425842
1724172089.0072284,132,0.6589227914810181
