Wall time,Step,Value
1725865368.2429087,1,0.337962806224823
1725865420.3981695,2,0.4452784061431885
1725865473.5681605,3,0.4229840636253357
1725865526.6347814,4,0.4600803852081299
1725865580.0143147,5,0.5186589956283569
1725865633.3030415,6,0.523317277431488
1725865686.4515827,7,0.5529042482376099
1725865739.4908986,8,0.5028865337371826
1725865792.5213578,9,0.5251047611236572
1725865845.607636,10,0.5842039585113525
1725865898.7157226,11,0.5183539390563965
1725865951.8139164,12,0.5372392535209656
1725866004.7351294,13,0.4990718960762024
1725866057.6876152,14,0.5167152881622314
1725866110.6896176,15,0.5384337306022644
1725866163.968034,16,0.5520555973052979
1725866216.8625133,17,0.5294573903083801
1725866269.7712033,18,0.5582342743873596
1725866322.7327962,19,0.5186582207679749
1725866375.5184608,20,0.521636962890625
1725866428.3643022,21,0.5523881912231445
1725866481.211635,22,0.5380846261978149
1725866534.3442333,23,0.5344032049179077
1725866587.5118396,24,0.5416450500488281
1725866640.6920905,25,0.5366913080215454
1725866693.715348,26,0.5508972406387329
1725866746.7991066,27,0.5448871850967407
1725866799.984882,28,0.5566375851631165
1725866853.2023938,29,0.5549864768981934
1725866906.2631261,30,0.5332217812538147
1725866959.1287968,31,0.5203199982643127
1725867011.9805808,32,0.5100008845329285
1725867064.7597241,33,0.5507814884185791
1725867117.566396,34,0.5221850872039795
1725867170.5530312,35,0.5317541360855103
1725867223.4086237,36,0.5415639877319336
1725867276.2680957,37,0.5412825345993042
1725867329.1372228,38,0.539173424243927
1725867382.0128345,39,0.5429369807243347
1725867434.804591,40,0.5191141366958618
1725867487.6169171,41,0.5409277677536011
1725867540.4153454,42,0.5192441940307617
1725867593.2287776,43,0.5436607003211975
1725867646.0366702,44,0.5299196243286133
1725867698.8331063,45,0.546623945236206
1725867751.7462342,46,0.5449722409248352
1725867804.5361328,47,0.5308687686920166
1725867857.3896735,48,0.5315778851509094
1725867910.2236123,49,0.5392380356788635
1725867963.043146,50,0.5494956970214844
1725868015.8524487,51,0.5381511449813843
