Wall time,Step,Value
1725875754.1792185,1,0.4092462956905365
1725875806.4305496,2,0.4969830811023712
1725875859.6065419,3,0.541832685470581
1725875912.901204,4,0.5368204116821289
1725875965.8051531,5,0.5856186151504517
1725876019.1965432,6,0.5986964106559753
1725876072.3366966,7,0.5893948674201965
1725876125.370352,8,0.5772873163223267
1725876178.394284,9,0.6163341999053955
1725876231.3609552,10,0.6099070310592651
1725876284.2501624,11,0.6342523694038391
1725876337.2258294,12,0.6070318222045898
1725876390.138007,13,0.621619462966919
1725876442.935377,14,0.6198341250419617
1725876495.755321,15,0.6399820446968079
1725876548.7579653,16,0.6434718370437622
1725876601.7492464,17,0.64836585521698
1725876654.8037932,18,0.6277830004692078
1725876707.5592809,19,0.6236838698387146
1725876760.3685622,20,0.6358332633972168
1725876813.339984,21,0.6264266967773438
1725876866.1334898,22,0.6430336236953735
1725876919.0310364,23,0.6344044804573059
1725876971.9383285,24,0.6402721405029297
1725877024.7911978,25,0.6387952566146851
1725877077.6169646,26,0.6052846312522888
1725877130.4657402,27,0.6169896125793457
1725877183.3926363,28,0.605773389339447
1725877236.241614,29,0.6273464560508728
1725877289.040529,30,0.6243217587471008
1725877341.876483,31,0.5920313596725464
1725877394.7790754,32,0.6156270503997803
1725877447.6382933,33,0.6113928556442261
1725877500.4286647,34,0.5940309166908264
1725877553.2592802,35,0.6151593327522278
1725877606.0414329,36,0.6041102409362793
1725877658.8972783,37,0.6088472008705139
1725877711.706139,38,0.5891179442405701
1725877764.5284033,39,0.618457019329071
1725877817.5007215,40,0.6123404502868652
1725877870.6099508,41,0.5536787509918213
1725877923.4588962,42,0.6005656123161316
1725877976.2483182,43,0.5925981998443604
1725878029.123158,44,0.5818572640419006
1725878082.1462874,45,0.607588529586792
1725878134.9894626,46,0.5981936454772949
1725878187.7945266,47,0.5848329067230225
1725878240.8005455,48,0.5805936455726624
1725878293.6813395,49,0.5951461791992188
1725878346.5116081,50,0.5758370161056519
1725878399.4867,51,0.5871247053146362
1725878452.3521957,52,0.5995679497718811
1725878505.221866,53,0.5915161371231079
1725878558.0710144,54,0.5769398212432861
1725878610.9831913,55,0.6150659918785095
1725878663.910917,56,0.59690922498703
1725878716.7820158,57,0.5932810306549072
1725878769.619045,58,0.5834933519363403
